lead_id,company_size,industry,location,annual_revenue_lkr,engagement_score,contact_level,demo_requested,model_probability,lead_score,priority,pipeline_stage,converted,action_recommendation
LEAD_0192,Medium,Retail,Anuradhapura,58108111,69,Employee,No,44.33501056674965,48.27,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0193,Small,Tourism,Negombo,7596311,85,C-Level,No,66.20880599971707,68.84,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0194,Small,Education,Negombo,24774937,100,C-Level,No,68.0037161376849,73.25,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0195,Medium,Education,Matara,43163711,96,Manager,No,79.23981713249886,74.28,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0196,Medium,Agriculture,Galle,149843550,68,Employee,Yes,64.6060465872708,58.16,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0197,Large,Manufacturing,Anuradhapura,503450153,82,C-Level,Yes,97.3408642853271,83.62,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0198,Small,Healthcare,Matara,11858085,100,Manager,No,49.38140222555687,57.75,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0199,Large,Tourism,Kandy,825266970,100,Manager,Yes,89.51861454637385,84.62,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0200,Small,Finance,Jaffna,16056717,100,Manager,Yes,71.44287620187896,68.33,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0201,Small,Finance,Negombo,18512958,100,Manager,Yes,82.63579781487812,74.84,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0202,Medium,Manufacturing,Colombo,114275165,74,C-Level,No,75.2243749891537,70.08,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0203,Large,IT/Software,Galle,635985877,100,Manager,Yes,92.3961183362251,87.57,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0204,Large,Agriculture,Colombo,814397034,100,Manager,Yes,95.38791795124902,84.08,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0205,Medium,Tourism,Colombo,35094458,30,Employee,No,32.2516532594129,30.26,LOW,New,0,Nurture campaign - email sequence
LEAD_0206,Small,IT/Software,Galle,14660796,57,Employee,No,29.627033239780893,33.83,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0207,Small,Finance,Kurunegala,16797675,88,Employee,Yes,76.66804200428307,67.29,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0208,Small,Manufacturing,Matara,23971332,78,C-Level,No,69.18119161029456,65.78,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0209,Large,Education,Kurunegala,620137545,56,Manager,No,72.01125687168991,63.99,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0210,Medium,Retail,Jaffna,145370272,88,Manager,Yes,89.8241635397253,76.59,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0211,Small,Finance,Colombo,12597984,85,C-Level,No,60.2460214427893,63.98,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0212,Medium,Tourism,Matara,106367666,47,Manager,No,66.48356473518865,53.98,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0213,Large,Manufacturing,Galle,811799849,40,Employee,No,59.67891751987613,50.35,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0214,Large,Retail,Anuradhapura,573504402,100,Employee,Yes,90.13243513842583,79.74,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0215,Small,Healthcare,Matara,20519607,74,C-Level,No,62.54673553900811,63.12,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0216,Small,Education,Matara,9805425,74,Employee,No,44.48333883709204,47.71,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0217,Large,Education,Jaffna,300101821,100,C-Level,Yes,96.071660801991,87.78,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0218,Small,Retail,Galle,8651607,26,Manager,No,18.296580246387222,24.93,LOW,New,0,Nurture campaign - email sequence
LEAD_0219,Large,Tourism,Colombo,650210128,100,C-Level,Yes,97.93703406437436,89.51,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0220,Large,IT/Software,Galle,468580737,99,Manager,No,92.30915468499845,80.95,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0221,Medium,Education,Galle,122307271,70,Employee,Yes,72.28622441023896,62.14,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0222,Large,Education,Negombo,347743308,98,C-Level,No,91.31006521032802,90.71,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0223,Small,Education,Anuradhapura,12488899,69,Employee,No,33.28371295763204,38.58,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0224,Medium,Healthcare,Galle,147655589,100,C-Level,Yes,88.21280650563396,84.44,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0225,Large,IT/Software,Jaffna,521267018,97,C-Level,No,89.92848677183567,89.29,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0226,Small,Healthcare,Matara,21155045,34,C-Level,No,43.44793424350737,43.53,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0227,Large,Manufacturing,Anuradhapura,451818754,100,Employee,Yes,95.8271803810048,79.94,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0228,Small,Education,Negombo,9242783,100,Manager,No,59.66697169323164,65.25,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0229,Small,Finance,Matara,22838661,69,Employee,Yes,58.02707488404641,53.06,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0230,Medium,Retail,Kurunegala,118909352,76,C-Level,No,81.05322084364141,74.66,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0231,Small,IT/Software,Matara,2408160,54,Manager,Yes,42.658486207664495,44.56,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0232,Medium,Healthcare,Negombo,125481170,100,Employee,No,75.1362151272885,69.27,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0233,Small,Tourism,Negombo,6462936,16,Manager,No,22.91978156343667,23.83,LOW,New,0,Nurture campaign - email sequence
LEAD_0234,Small,IT/Software,Matara,6091405,77,C-Level,No,64.83377595193909,63.99,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0235,Large,Agriculture,Kandy,833954675,98,Employee,Yes,92.62197008256514,84.54,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0236,Large,Healthcare,Galle,269943226,85,C-Level,No,86.71588432403662,82.92,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0237,Medium,Education,Matara,66215118,65,C-Level,No,81.11708490995362,73.26,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0238,Large,IT/Software,Kandy,783175461,58,Employee,Yes,81.34190212668761,63.89,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0239,Medium,Agriculture,Anuradhapura,34048603,100,Employee,Yes,84.42504141571689,76.62,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0240,Small,Healthcare,Kurunegala,4580159,100,Manager,Yes,77.4742195163042,73.92,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0241,Medium,Tourism,Matara,53663997,54,Manager,Yes,55.469546011114936,53.44,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0242,Medium,Healthcare,Jaffna,30215598,100,Employee,No,59.19653100560687,62.81,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0243,Large,Healthcare,Kurunegala,792737025,100,C-Level,Yes,97.16002190227864,89.03,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0244,Large,Retail,Galle,726967481,91,C-Level,Yes,98.80965375199776,86.42,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0245,Large,Agriculture,Kurunegala,976605465,100,Manager,No,83.82394050519707,81.74,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0246,Small,Retail,Matara,9973385,65,Employee,No,43.70386827742781,43.73,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0247,Medium,Retail,Kurunegala,48498572,100,Employee,Yes,84.5323027760546,76.73,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0248,Large,Retail,Matara,757505791,37,C-Level,No,75.2584791646287,65.32,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0249,Large,Tourism,Anuradhapura,805610075,63,Employee,Yes,76.51195575085443,62.67,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0250,Medium,Finance,Anuradhapura,88299025,69,C-Level,Yes,86.68233880151399,73.8,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0251,Large,Agriculture,Kandy,867002892,77,C-Level,No,96.17721826893596,81.9,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0252,Medium,Retail,Galle,80041113,100,C-Level,Yes,89.20083681071107,86.15,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0253,Medium,Healthcare,Galle,35688105,57,C-Level,No,69.42682459361544,62.34,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0254,Small,Agriculture,Jaffna,18040517,85,Manager,No,47.08972787412266,53.93,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0255,Small,Manufacturing,Anuradhapura,14156008,100,Manager,Yes,62.3398364463928,66.08,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0256,Large,Education,Kurunegala,518721678,100,Employee,No,90.41498594973906,78.1,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0257,Medium,Healthcare,Anuradhapura,42379660,79,C-Level,No,81.95286441308023,74.33,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0258,Medium,Retail,Kurunegala,96857461,55,C-Level,No,75.39859643993448,66.41,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0259,Small,Education,Matara,11189586,100,C-Level,Yes,89.26285228510935,81.75,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0260,Medium,Tourism,Kurunegala,37053240,100,Employee,Yes,91.8610881546531,76.72,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0261,Large,Tourism,Galle,360186261,100,Employee,No,80.73763179292388,73.4,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0262,Large,Retail,Matara,354776577,51,C-Level,Yes,83.5440796338192,72.26,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0263,Large,Healthcare,Anuradhapura,720575628,100,C-Level,No,91.17314022889944,86.38,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0264,Large,Finance,Kurunegala,228663617,43,Manager,No,61.97097137970229,57.69,LOW,New,0,Nurture campaign - email sequence
LEAD_0265,Small,Tourism,Matara,11612943,98,Manager,No,61.72302457487552,62.94,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0266,Medium,Education,Colombo,137458514,100,C-Level,Yes,94.87638087120604,88.66,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0267,Medium,Agriculture,Anuradhapura,144423629,69,Manager,No,65.7212587878953,60.12,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0268,Small,Healthcare,Anuradhapura,4984385,43,C-Level,No,41.99214489057407,43.83,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0269,Small,Retail,Negombo,8802886,68,Manager,No,39.82800692792554,46.43,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0270,Medium,IT/Software,Kurunegala,122701608,71,Employee,No,62.0071082326543,54.27,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0271,Small,Education,Matara,11579524,100,Employee,Yes,73.89705299462797,67.8,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0272,Large,Tourism,Galle,326271777,72,Employee,No,62.7746466251449,62.39,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0273,Medium,Healthcare,Kandy,32203238,68,Employee,No,59.40992404630795,52.71,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0274,Large,Education,Kandy,904564818,66,C-Level,No,88.71664219573343,79.19,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0275,Large,Finance,Anuradhapura,246892829,55,Manager,Yes,66.46184165415536,61.97,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0276,Medium,Healthcare,Galle,115192551,92,Employee,Yes,86.21942997001271,75.28,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0277,Medium,Agriculture,Matara,99979840,100,Employee,No,67.60187638854504,65.05,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0278,Medium,Tourism,Kandy,123840107,100,C-Level,Yes,93.16990553374968,86.28,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0279,Large,Healthcare,Kurunegala,845036087,63,C-Level,No,89.27316687036753,77.59,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0280,Small,Manufacturing,Galle,11788431,74,C-Level,No,52.85200544035909,58.05,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0281,Large,Finance,Colombo,475152722,75,Employee,No,65.12813372716838,64.78,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0282,Large,Tourism,Kandy,464308641,66,C-Level,No,90.04007349623353,76.34,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0283,Medium,Finance,Matara,146073364,81,Employee,Yes,85.24753593365266,69.87,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0284,Large,Finance,Colombo,619705173,61,Employee,No,67.87034914719067,58.92,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0285,Medium,Retail,Kurunegala,27864200,76,Employee,No,50.78654653916653,53.85,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0286,Medium,Manufacturing,Negombo,71831221,87,Employee,No,63.37565760504247,62.68,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0287,Medium,Agriculture,Galle,143130326,70,Employee,No,55.228232518405726,52.24,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0288,Medium,Agriculture,Jaffna,86622125,100,Employee,Yes,83.80385872424674,75.41,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0289,Small,Finance,Negombo,12608458,100,C-Level,Yes,88.94395892849244,83.0,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0290,Medium,Manufacturing,Kurunegala,58149594,100,C-Level,No,90.43804593244896,83.8,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0291,Large,Tourism,Kurunegala,507453429,52,Employee,No,60.3081997121672,56.29,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0292,Medium,IT/Software,Kandy,130068857,69,Manager,No,62.46431489195906,58.61,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0293,Small,Healthcare,Matara,18686321,54,Employee,No,28.53980195357362,34.12,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0294,Small,IT/Software,Galle,7141762,100,Employee,Yes,73.79649179247052,68.27,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0295,Small,Retail,Negombo,5683602,35,Employee,No,28.9389741480891,28.56,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0296,Small,Manufacturing,Kurunegala,19871683,19,Employee,No,24.514901745209407,21.54,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0297,Medium,Healthcare,Galle,97929592,69,C-Level,No,81.2964469844458,71.93,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0298,Small,Retail,Anuradhapura,3966760,90,Employee,No,37.195822851567485,45.66,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0299,Large,Education,Kandy,634011712,100,Manager,No,83.49971803382464,80.64,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0300,Small,Agriculture,Colombo,1108732,97,Manager,No,53.60572744239467,61.31,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0301,Small,Tourism,Matara,17359339,82,C-Level,No,67.11638108031055,68.5,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0302,Small,Tourism,Anuradhapura,12932718,66,Employee,No,19.37698394126994,33.47,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0303,Small,Manufacturing,Kurunegala,15192024,85,C-Level,No,66.96985756001351,68.13,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0304,Medium,Finance,Kurunegala,57519555,83,C-Level,No,81.23541347145202,76.19,MEDIUM,Qualified,0,Follow up within 3-5 business days
LEAD_0305,Medium,Education,Negombo,27637669,76,C-Level,No,87.00186530093296,77.75,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0306,Medium,Manufacturing,Galle,87184440,58,C-Level,Yes,79.38291843644814,67.0,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0307,Large,Healthcare,Galle,478845493,100,Manager,No,75.14754377773792,78.52,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0308,Small,Agriculture,Jaffna,5919853,91,C-Level,Yes,89.52707710402814,81.08,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0309,Medium,Retail,Colombo,141025220,97,C-Level,Yes,95.9571013663262,87.31,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0310,Small,Finance,Negombo,23234447,67,Manager,No,47.36442700041189,50.61,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0311,Medium,IT/Software,Matara,90497996,83,Manager,Yes,89.5561005537334,74.04,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0312,Large,IT/Software,Kurunegala,572786725,98,C-Level,No,95.74927481727909,87.25,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0313,Small,Manufacturing,Anuradhapura,1500242,97,C-Level,Yes,86.37869173045513,80.12,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0314,Medium,Retail,Kurunegala,148595099,64,C-Level,No,75.18671916296638,69.39,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0315,Medium,Education,Kandy,31494260,83,Employee,No,63.91775175360673,61.63,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0316,Small,Tourism,Negombo,5666467,97,Employee,No,52.448102017741775,56.68,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0317,Medium,Agriculture,Galle,44856627,20,Employee,No,26.80617285721037,28.1,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0318,Large,Manufacturing,Jaffna,394939174,49,Employee,Yes,70.17232386550167,55.59,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0319,Small,Agriculture,Galle,20476501,100,C-Level,Yes,88.8062502097853,82.4,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0320,Large,Finance,Anuradhapura,719025374,99,Manager,Yes,98.23730922847189,83.82,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0321,Large,Agriculture,Galle,224697058,100,C-Level,Yes,98.63165204435914,90.97,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0322,Large,Tourism,Colombo,390681681,100,Manager,Yes,94.71716761717948,83.36,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0323,Large,Healthcare,Kurunegala,161679221,100,Employee,Yes,93.8479973212742,83.45,HIGH,Demo/Trial,0,URGENT: Follow up on demo request immediately
LEAD_0324,Medium,Education,Kurunegala,98404927,69,Manager,No,64.13109132205153,61.08,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0325,Medium,IT/Software,Colombo,29658964,100,C-Level,Yes,93.94038734060032,85.51,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0326,Small,Education,Galle,7104873,100,C-Level,No,69.23465502287196,71.78,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0327,Small,Education,Negombo,2062434,100,Manager,No,54.30437132591896,60.96,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0328,Large,Education,Kurunegala,973483840,100,Employee,Yes,93.86096972599822,84.72,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0329,Small,Manufacturing,Matara,3326159,46,C-Level,No,52.493069713036,49.99,LOW,New,0,Nurture campaign - email sequence
LEAD_0330,Medium,Agriculture,Matara,35074770,28,Manager,No,47.017465253422856,42.06,LOW,New,0,Nurture campaign - email sequence
LEAD_0331,Large,Finance,Colombo,532760584,100,Employee,Yes,85.11190806245857,78.9,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0332,Large,Healthcare,Colombo,787331945,30,Employee,No,69.5385106800389,50.52,LOW,New,0,Nurture campaign - email sequence
LEAD_0333,Small,Finance,Anuradhapura,23291289,62,C-Level,No,49.95259598877413,53.19,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0334,Small,Healthcare,Matara,15297464,100,C-Level,No,66.05532554391806,72.26,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0335,Large,IT/Software,Kandy,354057021,87,Manager,Yes,91.1559355752006,83.11,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0336,Large,Healthcare,Matara,918446483,78,Manager,No,78.47840383236426,73.1,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0337,Medium,Manufacturing,Kurunegala,119688352,85,C-Level,No,86.39505022443078,77.0,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0338,Large,Manufacturing,Negombo,829880150,95,Manager,No,94.05716863441818,81.61,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0339,Small,Retail,Jaffna,6609375,100,Manager,Yes,81.21800320379695,75.84,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0340,Large,Agriculture,Negombo,330495419,51,Employee,No,80.55550752958376,61.57,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0341,Medium,Finance,Matara,105019280,60,C-Level,No,80.93953817275545,69.85,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0342,Large,Education,Galle,474978386,100,Manager,Yes,94.94187853820078,84.68,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0343,Small,Tourism,Colombo,3404541,81,Employee,Yes,53.148913207575866,51.83,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0344,Large,Finance,Negombo,411064035,95,Manager,No,82.13647586617728,81.75,HIGH,Converted,1,PRIORITY: Initiate contact within 24 hours
LEAD_0345,Medium,IT/Software,Galle,104921200,87,C-Level,No,85.21881647467934,76.69,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0346,Medium,Finance,Colombo,97530189,87,C-Level,No,78.81607567551276,75.47,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0347,Small,Retail,Galle,19223794,100,Manager,Yes,78.17716952508786,73.58,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0348,Medium,Agriculture,Kandy,88727524,96,C-Level,Yes,96.0790601700677,85.96,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0349,Small,IT/Software,Kurunegala,12721560,49,Manager,No,36.578680026065015,38.75,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0350,Large,Tourism,Kandy,326963126,97,Manager,Yes,93.1054577760771,87.32,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0351,Large,Education,Colombo,959513002,64,C-Level,No,86.47874131446567,76.76,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0352,Large,Education,Anuradhapura,492735168,81,Employee,Yes,90.99140606973572,73.87,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0353,Small,Finance,Galle,13371594,88,C-Level,No,65.58041024198909,68.97,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0354,Large,Retail,Galle,459060095,65,Employee,No,65.60037870959742,61.55,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0355,Small,Tourism,Anuradhapura,8695824,95,Manager,No,36.54012431689722,52.44,LOW,Qualified,0,Nurture campaign - email sequence
LEAD_0356,Large,Agriculture,Anuradhapura,160474850,100,Manager,Yes,91.358334926141,87.27,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0357,Large,Finance,Colombo,762826432,48,Manager,No,60.99919494235076,56.88,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0358,Medium,Agriculture,Kurunegala,84962675,99,C-Level,No,90.1717427526152,83.45,HIGH,Converted,1,HIGH VALUE: Schedule executive meeting
LEAD_0359,Small,IT/Software,Kandy,11702537,79,C-Level,No,59.17157503724173,62.24,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0360,Large,Tourism,Kandy,778654767,54,Manager,No,77.89810256528689,63.31,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0361,Small,Healthcare,Kandy,13843522,100,Employee,Yes,69.26888655573535,66.04,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0362,Medium,Tourism,Kurunegala,118011184,100,C-Level,Yes,96.74159801584878,85.99,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0363,Medium,Manufacturing,Kandy,140500224,64,Manager,Yes,79.98917686706324,64.56,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0364,Large,Finance,Negombo,831006284,43,Manager,No,70.22922316691002,60.9,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0365,Medium,Retail,Jaffna,34998481,12,Employee,No,28.844953322043537,23.74,LOW,New,0,Nurture campaign - email sequence
LEAD_0366,Medium,Education,Colombo,128558899,62,C-Level,Yes,75.75287404119922,68.97,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0367,Medium,IT/Software,Colombo,116944661,98,Manager,No,65.47484192901938,69.39,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0368,Large,Finance,Kandy,748585541,31,Employee,No,55.20266045959422,47.07,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0369,Small,Retail,Anuradhapura,14081529,51,C-Level,No,44.83728005273255,47.63,LOW,Engaged,0,Nurture campaign - email sequence
LEAD_0370,Large,Tourism,Negombo,826465125,100,Manager,Yes,97.53616702918296,87.9,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0371,Large,Retail,Kurunegala,247390224,100,C-Level,Yes,96.44345079168006,91.98,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0372,Large,IT/Software,Negombo,475440947,94,Employee,Yes,93.68600578431234,82.32,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0373,Small,Retail,Colombo,2169666,100,Manager,No,49.3433305629753,59.61,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0374,Small,Tourism,Jaffna,23048537,100,C-Level,Yes,86.00949555562461,82.37,HIGH,Converted,1,URGENT: Follow up on demo request immediately
LEAD_0375,Large,Manufacturing,Galle,973954955,43,Employee,No,60.06798504062284,51.97,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0376,Large,Agriculture,Jaffna,430811439,57,Manager,Yes,73.12882738735111,65.46,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0377,Small,Finance,Matara,17034414,94,Manager,Yes,83.30431291483154,74.55,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0378,Medium,Education,Kurunegala,143929846,87,C-Level,No,85.16050813655585,78.64,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0379,Small,Retail,Colombo,6758962,70,Employee,Yes,40.34412370406107,43.47,LOW,Demo/Trial,0,Nurture campaign - email sequence
LEAD_0380,Small,Manufacturing,Negombo,1751361,100,Employee,Yes,81.35078705141937,70.93,MEDIUM,Converted,1,Follow up within 3-5 business days
LEAD_0381,Small,Tourism,Anuradhapura,14691739,92,C-Level,No,60.81790246960441,65.17,LOW,Converted,1,Nurture campaign - email sequence
LEAD_0382,Large,Finance,Negombo,430841547,58,Manager,Yes,91.87485039595374,70.98,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0383,Small,Finance,Galle,10452645,100,Manager,Yes,79.00646595718497,73.41,MEDIUM,Demo/Trial,0,Follow up within 3-5 business days
LEAD_0384,Large,Healthcare,Jaffna,558986914,64,Employee,Yes,82.33132727206961,65.99,LOW,Converted,1,Nurture campaign - email sequence
